http://www.elboletin.com/index.php?noticia=83667;inconformistadesdeel67;235;http://www.meneame.net/story/dilema-rajoy-subir-impuestos-ahora-provocar-otra-recesion-2014;1616;  Las presiones se multiplican sobre Mariano Rajoy y su equipo económico, antes las más que serias dudas de que España pueda cumplir el objetivo de déficit previsto para 2013. Algunos analistas creen que la siguiente subida de los impuestos ya llama a la puerta.    ;70
http://www.elconfidencial.com/espana/2013-09-16/un-pastor-de-jumilla-tumba-un-campo-de-golf-y-una-urbanizacion-de-15-000-chales_27775/;Ratoncolorao;388;http://www.meneame.net/story/pastor-jumilla-murcia-tumba-campo-golf-urbanizacion-15-000;2697;  El Ayuntamiento de Jumilla dejó caducar el plazo para recurrir ante el Supremo la sentencia del Tribunal Superior de Justicia de Murcia que anuló el plan parcial de la macrourbanización Santa Ana del Monte Jumilla-Golf. Además de un par de campos del deporte del green, unas 15.000 viviendas unifamiliares iban a formar el complejo, en el que se pretendía incluir las 30 hectáreas de Pascual. Con la empresa promotora en suspensión de pagos desde 2008, parece imposible resucitar el proyecto.    ;34
http://www.eldiario.es/quehacemos/energias_renovables_que_hacemos_6_175042514.html;inconformistadesdeel67;668;http://www.meneame.net/story/senores-petroleo-exigieron-acabar-fantasia-molinillos-porque;3284;  “El principal enemigo de las renovables en España no son las restricciones técnicas o naturales, sino el BOE”    ;20
http://articles.timesofindia.indiatimes.com/2013-09-14/science/42061700_1_titan-and-earth-moon-titan-jonathan-lunine;Tanatos;226;http://www.meneame.net/story/titan-estan-dando-mismos-procesos-formaron-vida-hace-3500-anos;1126; ;33
http://www.elboletin.com/nacional/83716/medicos-denuncian-ratas-ambulatorios-madrid.html;AaLiYaH;822;http://www.meneame.net/story/ratas-ambulatorios-madrilenos-tras-privatizacion-servicio;3105;  La Asociación de Médicos y Titulados Superiores de Madrid (Amyts) ha denunciado a la Comunidad de Madrid ante Inspección de Trabajo por las malas condiciones de higiene y climatización de los ambulatorios. El colectivo asegura que desde que el Gobierno regional privatizó el servicio de limpieza los pacientes y trabajadores tienen que enfrentar condiciones infrahumanas que se están convirtiendo en un verdadero “problema de salud pública”, como ratas muertas o vómitos sin recoger durante horas.    ;69
http://www.fronterad.com/?q=dubai-ciudad-fin-mundo;andresrguez;276;http://www.meneame.net/story/dubai-ciudad-fin-mundo;7599;  Dubai es el no-sitio no lo parece pero es una burbuja de 53 km de longitud. Barrios de rascacielos a medio terminar, centros comerciales más grandes en metros cuadrados que cualquier pueblo europeo. Pero vacíos de contenido. Shopping, ladrillo y para de contar. Por no tener, no tiene ni petróleo. El oro negro es de su vecino, el emirato capitalino Abu Dhabi, que explota casi el 95% de las reservas de petróleo de Emiratos. Si en algún lugar se intuye la gran burbuja, la especulación sobre la que se ha erguido el sistema capitalista, es Dubai.    ;32
http://www.zoomnews.es/103516/actualidad/espana/las-deudas-contraidas-ana-botella-que-avergonzaron-al-coe/;Carlao;708;http://www.meneame.net/story/deudas-contraidas-ana-botella-avergonzaron-coe;5639;  Las selecciones de Perú y Ecuador denuncian que el Ayuntamiento de Madrid se niega a pagar un partido benéfico comprometido en 2009. Los jugadores ecuatorianos y peruanos se desplazaron a la capital y las federaciones de fútbol de ambos países siguen esperando el dinero prometido.    ;23
http://www.elconfidencialdigital.com/dinero/086990/cristobal-montoro-medio-ante-prisa-y-planeta-lasexta-para-que-rebajen-la-critica-al-gobierno-hacienda-puede-aplazarles-la-deuda-y-el-pago-de-las-cotizaciones-sociales;juvenal;1159;http://www.meneame.net/story/montoro-medio-ante-prisa-planeta-lasexta-rebajasen-critica;2325; ;59
http://www.rtvcyl.es/Burgos/3442a7c7e867b0d32ffc;peroque;514;http://www.meneame.net/story/agricultor-burgales-ha-patentado-arado-hidraulico-permite-70;4981; ;48
http://misterioeducacionyciencia.blogspot.com.es/2013/09/vitaminas-anadidas.html;tucan74;115;http://www.meneame.net/story/vitaminas-anadidas;1700;  Los otrora estudiantes se acolchonan bajo el seno familiar, cuya sombra les cobija hasta el invierno. Mas, cuando hayan caído las hojas, como los pétalos de una margarita –“me llaman, no me llaman, me quieren, no me quieren”–, nos encontraremos en las mismas: miles de emigrantes. Mientras, los ingenieros de la Economía patria seguirán estimulando el crecimiento sobre la deuda: valor añadido, ya saben.    ;6
